,sentiment,text
14068,negative,yes it say my reservation cannot be retrieve at this time also i never get an email from aa say my flight be cancel flightled
14069,negative,can you help with my cancel flightled flight I would like to book another flightI have be on hold for 95 minute and counting
14070,positive,i end up on a flight to la my fourth time on standby thanks
14071,negative,be wait on hold for more than an hour
14072,negative,thanks now my carry on that you guy insist be checked at the gate be miss will not be here till late flight tomorrow morning
14073,positive,that be ok thanks for let me know appreciate all the response
14074,negative,spoke too soon 30 min late flightr still wait for bag to load some sympathy would be appreciate at the very least
14075,neutral,sean if you look at the aa schedule it give you a clue if newairplanes be use they be gr8
14076,positive,thanks for the show
14077,negative,well do you have take the fun out of air travel
14078,positive,no worry even though i be talk about seat emoticonsmiley
14079,neutral,this look like jfk have a great pic of the oneworld jet line up on the side air berlin lan and aa
14080,negative,be try to call all day get hung up on every time your guy be horrible
14081,negative,see james we only have 7 dedicate inbound phone line because telephone eat into our billion in profit
14082,neutral,i do hear a last call for boarding of this flight when i be at jfk a few hour ago good luck wflights
14083,negative,sit on plane for 25hrs at gate due to computer sys issue at what point do you cancel flight a flight ridiculous
14084,negative,not a valid response in 2015 for a multinational corp whose profit be measure in billion stop understaffing
14085,neutral,yo could that be a catering before eye unmoving
14086,negative,this be an international airline that experienced record profit last quarter but they cannot staff a call center
14087,positive,great seat on this aircraft
14088,negative,be rudeness and poor customer service a job requirement at be wait 28hrs and still have not even see one plane
14089,neutral,picture take at the same time but which be right totallyconfused
14090,negative,aa919 flight attendant freak out and aircraft a passenger react to a 24h delay and cattle treatment surreal
14091,neutral,901 miami to rio to participate at represent yourstoryhere
14092,negative,a worker just checked for ice on our plane use his cell phone flashlight really come on
14093,neutral,be you now fly 763s to madrid from jfk or be this dfword huge
14094,negative,the wine serve in usairways flight be water down somehow right out of the bottle
14095,neutral,who be your pick for best picture i do not want to board your airline until i know
14096,negative,we have 3 more passenger with me there be two more reservation number
14097,negative,no profit maximization be your top priority nothing else even register for you dinosaur
14098,neutral,8emoticonsmiley0 departure sure be there a catering strike at jfk
14099,neutral,so what would be a file number that work need to be 10 character email me derekaustinca easy
14100,negative,here for you a in yeah will tweet platitude at you so you will think our twitter bot care or
14101,negative,flight293 be suppose to depart at 745 and at 815 we still have not board
14102,negative,you have the bad customer service of any airline I have ever encounter flat out awful
14103,negative,why do not you tweet can impersonal response a though this be the only impatient customer you have get
14104,positive,do thank you so much
14105,negative,nice aa employee make skillful excuse about late flightness due to catering snafu
14106,negative,then taxi dfw airport for 20 min to then state 75 min past depart from gate that we need deice wow uncool untrue
14107,negative,24 hr 2 cncld flight late flightr I have land in phl now 30 min counting on tarmac wait for gate pls do well than this
14108,negative,deliver delayed bag to the wrong place 2 hr on hold yesterday 1 hr today still no bag aa
